TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2026-02-04 17:02:05,1770224525116,dashboard-sb-team-r69odz1da-savonas-projects-0cd29dae.vercel.app/favicon.png,GET,,401,m58nw-1770224525116-0dc890155624,vercel-favicon/1.0,,production,main,,static,/favicon.png,dashboard-sb-team-r69odz1da-savonas-projects-0cd29dae.vercel.app,dashboard-sb-team-r69odz1da-savonas-projects-0cd29dae.vercel.app,dpl_hW9fAHcuywnapj5NqBD3miHgfeE9,1,sfo1,,,,prj_qGPYigLYbjXekJ1FJ2yLASrWwrVs,,,,,
2026-02-04 17:01:59,1770224519793,dashboard-sb-team.vercel.app/api/orders,GET,,200,2cmkf-1770224519530-e2acd96a2fa0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/handler,dashboard-sb-team.vercel.app,dashboard-sb-team.vercel.app,dpl_hW9fAHcuywnapj5NqBD3miHgfeE9,,,,,"Orders error: error: Tenant or user not found
    at file:///var/task/api/handler.js:15647:15
    at process.processTicksAndRejections (node:internal/process/task_queues:103:5)
    at async file:///var/task/node_modules/drizzle-orm/node-postgres/session.js:83:22
    at async DatabaseStorage.getAllOrders (file:///var/task/api/handler.js:20513:12)
    at async file:///var/task/api/handler.js:27425:25 {
  length: 52,
  severity: 'FATAL',
  code: 'XX000',
  detail: undefined,
  hint: undefined,
  position: undefined,
  internalPosition: undefined,
  internalQuery: undefined,
  where: undefined,
  schema: undefined,
  table: undefined,
  column: undefined,
  dataType: undefined,
  constraint: undefined,
  file: undefined,
  line: undefined,
  routine: undefined
}",prj_qGPYigLYbjXekJ1FJ2yLASrWwrVs,,,,,
2026-02-04 17:01:59,1770224519793,dashboard-sb-team.vercel.app/api/orders,GET,,200,2cmkf-1770224519530-e2acd96a2fa0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",info,production,main,MISS,function,/api/handler,dashboard-sb-team.vercel.app,dashboard-sb-team.vercel.app,dpl_hW9fAHcuywnapj5NqBD3miHgfeE9,,,,,5:01:59 PM [express] GET /api/orders 200 in 189ms :: [],prj_qGPYigLYbjXekJ1FJ2yLASrWwrVs,,,,,
2026-02-04 17:01:59,1770224519530,dashboard-sb-team.vercel.app/api/orders,GET,,200,2cmkf-1770224519530-e2acd96a2fa0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/handler,dashboard-sb-team.vercel.app,dashboard-sb-team.vercel.app,dpl_hW9fAHcuywnapj5NqBD3miHgfeE9,195,iad1,266,2048,,prj_qGPYigLYbjXekJ1FJ2yLASrWwrVs,,,01KGMSN2D71QNA06RAQZY45JRZ,S0dAjoY6xBuj,1
2026-02-04 17:01:59,1770224519459,dashboard-sb-team.vercel.app/api/orders,POST,,200,2cmkf-1770224519203-4976da0cf3f2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/handler,dashboard-sb-team.vercel.app,dashboard-sb-team.vercel.app,dpl_hW9fAHcuywnapj5NqBD3miHgfeE9,,,,,"Order create error: error: Tenant or user not found
    at file:///var/task/api/handler.js:15647:15
    at process.processTicksAndRejections (node:internal/process/task_queues:103:5)
    at async file:///var/task/node_modules/drizzle-orm/node-postgres/session.js:83:22
    at async DatabaseStorage.createOrder (file:///var/task/api/handler.js:20516:24)
    at async file:///var/task/api/handler.js:27438:21 {
  length: 52,
  severity: 'FATAL',
  code: 'XX000',
  detail: undefined,
  hint: undefined,
  position: undefined,
  internalPosition: undefined,
  internalQuery: undefined,
  where: undefined,
  schema: undefined,
  table: undefined,
  column: undefined,
  dataType: undefined,
  constraint: undefined,
  file: undefined,
  line: undefined,
  routine: undefined
}",prj_qGPYigLYbjXekJ1FJ2yLASrWwrVs,,,,,
2026-02-04 17:01:59,1770224519460,dashboard-sb-team.vercel.app/api/orders,POST,,200,2cmkf-1770224519203-4976da0cf3f2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",info,production,main,MISS,function,/api/handler,dashboard-sb-team.vercel.app,dashboard-sb-team.vercel.app,dpl_hW9fAHcuywnapj5NqBD3miHgfeE9,,,,,"5:01:59 PM [express] POST /api/orders 200 in 189ms :: {""id"":0,""error"":""Failed to create order""}",prj_qGPYigLYbjXekJ1FJ2yLASrWwrVs,,,,,
2026-02-04 17:01:59,1770224519203,dashboard-sb-team.vercel.app/api/orders,POST,,200,2cmkf-1770224519203-4976da0cf3f2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/handler,dashboard-sb-team.vercel.app,dashboard-sb-team.vercel.app,dpl_hW9fAHcuywnapj5NqBD3miHgfeE9,196,iad1,266,2048,,prj_qGPYigLYbjXekJ1FJ2yLASrWwrVs,,,01KGMSN22MJ6ARNRGMZY86E9V4,S0dAjoY6xBuj,1
2026-02-04 17:01:55,1770224515584,dashboard-sb-team.vercel.app/api/gamification/heartbeat,POST,,200,8m2nq-1770224515327-47b701e8d8e4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/handler,dashboard-sb-team.vercel.app,dashboard-sb-team.vercel.app,dpl_hW9fAHcuywnapj5NqBD3miHgfeE9,,,,,"Heartbeat error: error: Tenant or user not found
    at file:///var/task/api/handler.js:15647:15
    at process.processTicksAndRejections (node:internal/process/task_queues:103:5)
    at async file:///var/task/node_modules/drizzle-orm/node-postgres/session.js:83:22
    at async file:///var/task/api/handler.js:28063:21 {
  length: 52,
  severity: 'FATAL',
  code: 'XX000',
  detail: undefined,
  hint: undefined,
  position: undefined,
  internalPosition: undefined,
  internalQuery: undefined,
  where: undefined,
  schema: undefined,
  table: undefined,
  column: undefined,
  dataType: undefined,
  constraint: undefined,
  file: undefined,
  line: undefined,
  routine: undefined
}",prj_qGPYigLYbjXekJ1FJ2yLASrWwrVs,,,,,
2026-02-04 17:01:55,1770224515585,dashboard-sb-team.vercel.app/api/gamification/heartbeat,POST,,200,8m2nq-1770224515327-47b701e8d8e4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",info,production,main,MISS,function,/api/handler,dashboard-sb-team.vercel.app,dashboard-sb-team.vercel.app,dpl_hW9fAHcuywnapj5NqBD3miHgfeE9,,,,,"5:01:55 PM [express] POST /api/gamification/heartbeat 200 in 190ms :: {""xpGained"":0,""message"":""Heartbeat failed silently""}",prj_qGPYigLYbjXekJ1FJ2yLASrWwrVs,,,,,
2026-02-04 17:01:55,1770224515327,dashboard-sb-team.vercel.app/api/gamification/heartbeat,POST,,200,8m2nq-1770224515327-47b701e8d8e4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/handler,dashboard-sb-team.vercel.app,dashboard-sb-team.vercel.app,dpl_hW9fAHcuywnapj5NqBD3miHgfeE9,197,iad1,266,2048,,prj_qGPYigLYbjXekJ1FJ2yLASrWwrVs,,,01KGMSMY9MGB02JKDFVKHQYS3K,S0dAjoY6xBuj,1
2026-02-04 17:01:53,1770224513571,dashboard-sb-team.vercel.app/api/ai/chat,POST,,200,2cmkf-1770224513308-fbf09633abb5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/handler,dashboard-sb-team.vercel.app,dashboard-sb-team.vercel.app,dpl_hW9fAHcuywnapj5NqBD3miHgfeE9,,,,,AI chat error: Tenant or user not found,prj_qGPYigLYbjXekJ1FJ2yLASrWwrVs,,,,,
2026-02-04 17:01:53,1770224513572,dashboard-sb-team.vercel.app/api/ai/chat,POST,,200,2cmkf-1770224513308-fbf09633abb5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",info,production,main,MISS,function,/api/handler,dashboard-sb-team.vercel.app,dashboard-sb-team.vercel.app,dpl_hW9fAHcuywnapj5NqBD3miHgfeE9,,,,,"5:01:53 PM [express] POST /api/ai/chat 200 in 191ms :: {""response"":""Désolé, je rencontre des difficultés techniques. Réessayez dans quelques instants.""}",prj_qGPYigLYbjXekJ1FJ2yLASrWwrVs,,,,,
